,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,contact_cellular,contact_telephone,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,education_cat,poutcome_cat,y_cat,cluster
1222,55,136,3,3,1,-2.9,92.963,-40.8,1.268,5076.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1223,48,109,1,12,1,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2
1224,46,191,3,6,1,-1.8,93.749,-34.6,0.644,5008.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2
1225,44,336,3,3,1,-2.9,92.963,-40.8,1.268,5076.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1226,25,420,1,1,1,-3.4,92.379,-29.8,0.809,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1227,31,212,2,3,6,-1.1,94.767,-50.8,1.048,4963.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,6,2,0,2
1228,44,336,3,3,1,-2.9,92.963,-40.8,1.268,5076.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1229,23,409,1,3,1,-1.1,94.601,-49.5,1.043,4963.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1230,42,134,1,6,1,-3.4,92.431,-26.9,0.743,5017.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1231,44,336,3,3,1,-2.9,92.963,-40.8,1.268,5076.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1232,45,150,1,3,2,-2.9,92.201,-31.4,0.879,5076.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,2,0,2
1233,38,269,5,3,2,-1.8,93.876,-40.0,0.682,5008.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1234,31,136,2,3,1,-1.8,92.893,-46.2,1.27,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1235,45,167,1,9,1,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1236,36,264,1,10,1,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,0,2
1237,54,107,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,6,2,0,2
1238,26,129,2,6,1,-1.7,94.215,-40.3,0.861,4991.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1239,39,214,2,6,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,2,0,2
1240,28,162,1,3,1,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5,2,0,2
1241,21,89,2,4,1,-2.9,92.201,-31.4,0.884,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1242,25,127,1,12,1,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1243,62,273,1,16,1,-1.7,94.215,-40.3,0.827,4991.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,7,2,0,2
1244,40,139,2,3,1,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1245,35,421,2,3,1,-3.4,92.379,-29.8,0.788,5017.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1246,45,194,1,13,1,-2.9,92.469,-33.6,1.029,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1247,37,314,1,1,1,-3.4,92.379,-29.8,0.753,5017.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1248,39,106,4,16,2,-3.4,92.379,-29.8,0.819,5017.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2
1249,18,251,1,1,2,-1.8,92.893,-46.2,1.259,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1250,59,251,3,2,4,-1.1,94.199,-37.5,0.883,4963.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1251,17,432,3,4,2,-2.9,92.201,-31.4,0.884,5076.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,7,2,0,2
1252,23,421,1,4,3,-1.7,94.055,-39.8,0.702,4991.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,5,2,0,2
1253,30,106,1,3,2,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1254,37,281,1,5,1,-1.8,93.075,-47.1,1.445,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
1255,43,68,1,6,1,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,2
1256,32,691,2,14,4,-1.1,94.601,-49.5,0.959,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,0,0,2
1257,48,347,4,6,2,-3.0,92.713,-33.0,0.717,5023.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1258,32,210,2,15,1,-1.7,94.215,-40.3,0.846,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1259,31,140,5,6,2,-1.8,93.876,-40.0,0.701,5008.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1260,62,237,1,3,3,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1261,37,126,3,2,2,-1.7,94.055,-39.8,0.723,4991.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,6,2,0,2
1262,38,1002,3,10,1,-3.0,92.713,-33.0,0.717,5023.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1263,30,106,1,3,2,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1264,51,14,5,3,1,-1.8,92.893,-46.2,1.354,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1265,41,435,7,2,1,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1266,38,1002,3,10,1,-3.0,92.713,-33.0,0.717,5023.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1267,32,44,1,3,1,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1268,19,132,2,3,2,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,7,2,0,2
1269,40,316,1,11,1,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,2
1270,20,150,3,3,3,-1.8,93.369,-34.8,0.635,5008.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,7,2,0,2
1271,38,110,3,6,1,-3.4,92.649,-30.1,0.719,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1272,31,138,1,15,1,-2.9,92.201,-31.4,0.884,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1273,51,208,1,3,1,-3.4,92.379,-29.8,0.77,5017.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1274,39,106,4,16,2,-3.4,92.379,-29.8,0.819,5017.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2
1275,34,211,2,6,2,-1.8,93.749,-34.6,0.663,5008.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1276,33,113,1,6,2,-2.9,92.201,-31.4,0.859,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,2,0,2
1277,38,254,1,9,3,-1.1,94.601,-49.5,1.032,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,6,0,0,2
1278,35,197,1,3,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,6,2,0,2
1279,37,142,4,6,1,-1.1,94.601,-49.5,1.029,4963.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1280,29,157,7,3,5,-1.1,94.199,-37.5,0.879,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1281,20,159,2,4,2,-2.9,92.201,-31.4,0.869,5076.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3,2,0,2
1282,37,96,2,4,3,-1.7,94.215,-40.3,0.79,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1283,26,81,1,7,4,-1.8,93.369,-34.8,0.636,5008.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,2
1284,36,113,1,6,1,-3.4,92.431,-26.9,0.739,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1285,30,18,1,22,1,-1.7,94.027,-38.3,0.899,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3,2,0,2
1286,50,208,2,3,5,-1.8,93.876,-40.0,0.682,5008.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1287,63,235,1,6,1,-1.1,94.601,-49.5,1.025,4963.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1288,57,374,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1289,62,152,1,6,1,-3.4,92.649,-30.1,0.719,5017.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
1290,25,420,1,1,1,-3.4,92.379,-29.8,0.809,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1291,25,189,1,6,4,-1.1,94.601,-49.5,1.032,4963.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1292,56,199,5,9,1,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1293,31,212,2,3,6,-1.1,94.767,-50.8,1.048,4963.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,6,2,0,2
1294,85,116,7,7,2,-1.8,93.369,-34.8,0.653,5008.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1295,33,117,1,3,1,-1.8,93.369,-34.8,0.65,5008.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1296,32,74,1,5,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1297,35,146,2,5,2,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1298,29,240,1,4,1,-1.1,94.767,-50.8,1.05,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1299,92,271,1,6,2,-1.8,93.876,-40.0,0.683,5008.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,7,2,0,2
1300,37,142,4,6,1,-1.1,94.601,-49.5,1.029,4963.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1301,36,104,1,6,1,-3.4,92.431,-26.9,0.739,5017.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1302,24,200,1,6,4,-2.9,92.201,-31.4,0.849,5076.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,2
1303,23,421,1,4,3,-1.7,94.055,-39.8,0.702,4991.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,5,2,0,2
1304,53,159,2,3,1,-2.9,92.201,-31.4,0.838,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1305,31,192,1,0,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1306,25,271,2,3,1,-2.9,92.963,-40.8,1.268,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1307,50,176,1,7,2,-3.4,92.649,-30.1,0.714,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1308,51,246,2,12,1,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,2,0,2
1309,26,177,1,1,3,-1.8,93.075,-47.1,1.483,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1310,34,239,2,11,1,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2
1311,45,363,1,4,2,-2.9,92.201,-31.4,0.879,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1312,37,314,1,1,1,-3.4,92.379,-29.8,0.753,5017.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1313,47,164,2,6,3,-1.1,94.199,-37.5,0.882,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,2
1314,34,129,1,6,1,-1.8,93.369,-34.8,0.646,5008.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,2,0,2
1315,41,68,2,4,1,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,5,2,0,2
1316,35,986,1,7,3,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,6,0,0,2
1317,41,269,7,6,3,-1.7,94.215,-40.3,0.896,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1318,30,113,1,6,1,-1.8,93.876,-40.0,0.668,5008.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1319,47,57,1,9,2,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,2
1320,38,131,2,8,1,-3.4,92.431,-26.9,0.739,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1321,30,255,2,3,1,-1.7,94.215,-40.3,0.797,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,2,0,2
1322,47,16,8,6,2,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,2
1323,58,867,2,4,2,-3.4,92.431,-26.9,0.74,5017.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,2
1324,30,131,2,16,1,-1.1,94.601,-49.5,0.942,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1325,30,245,3,3,1,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1326,36,427,1,4,4,-1.7,94.055,-39.8,0.748,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,6,2,0,2
1327,49,68,1,3,1,-2.9,92.963,-40.8,1.215,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,5,2,0,2
1328,35,225,1,12,1,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,0,2
1329,31,161,1,2,1,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,2
1330,44,143,1,3,1,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1331,38,269,5,3,2,-1.8,93.876,-40.0,0.682,5008.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1332,23,189,1,6,3,-1.7,94.055,-39.8,0.761,4991.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2
1333,27,103,1,4,1,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1334,39,253,1,12,1,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2
1335,48,109,1,12,1,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2
1336,51,208,1,3,1,-3.4,92.379,-29.8,0.77,5017.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1337,29,110,4,6,1,-1.1,94.199,-37.5,0.878,4963.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1338,30,156,4,3,1,-1.8,92.893,-46.2,1.27,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1339,19,120,1,3,1,-2.9,92.201,-31.4,0.884,5076.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,2,0,2
1340,35,377,3,0,2,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,6,2,0,2
1341,81,327,2,6,1,-3.4,92.431,-26.9,0.728,5017.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,6,2,0,2
1342,54,200,2,10,4,-1.1,94.767,-50.8,1.041,4963.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,2
1343,32,184,1,9,3,-1.7,94.215,-40.3,0.861,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,2
1344,45,363,1,4,2,-2.9,92.201,-31.4,0.879,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1345,29,294,2,3,1,-1.7,94.055,-39.8,0.715,4991.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,6,2,0,2
1346,40,316,1,11,1,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,2
1347,34,138,1,1,4,-1.1,94.767,-50.8,1.046,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,7,2,0,2
1348,32,125,1,3,2,-1.7,94.215,-40.3,0.885,4991.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1349,30,155,1,4,1,-2.9,92.201,-31.4,0.883,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,6,2,0,2
1350,52,191,3,9,1,-3.4,92.649,-30.1,0.714,5017.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2
1351,53,217,2,3,1,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1352,53,159,2,3,1,-2.9,92.201,-31.4,0.838,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,2
1353,29,112,1,9,1,-1.1,94.767,-50.8,1.028,4963.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
1354,49,364,2,6,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,2,0,2
1355,24,263,2,10,1,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,3,2,0,2
1356,57,26,5,12,1,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,2,0,2
1357,30,706,1,6,1,-1.1,94.199,-37.5,0.877,4963.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,2,0,2
1358,60,272,1,10,3,-1.1,94.601,-49.5,0.972,4963.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2
1359,33,293,1,11,1,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2
1360,31,664,1,2,1,-1.8,93.876,-40.0,0.701,5008.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,3,2,0,2
1361,31,664,1,2,1,-1.8,93.876,-40.0,0.701,5008.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,3,2,0,2
